,Unnamed: 0.1,Unnamed: 0,subjects,objects,relationships,dates,titles,weight,Year
144,144,144,Rainforest,NCI Helps Indig...,https://www.natureandculture.org/nci-helps-indigenous-awajun-protect-ancestral-rainforest/,"May 15, 2014",NCI Helps Indigenous Awajun Protect Rainforest,0, 2014
145,145,145,Reserve,Five Cat Specie...,https://www.natureandculture.org/five-cat-species-found-on-alamos-reserve/,"March 1, 2014",Five Cat Species Found in Monte Mojino Reserve,0, 2014
146,146,146,Amazon,"NCI, Indigenous...",https://www.natureandculture.org/nci-communities-pastaza-government-agree-to-conserve-amazon/,"February 15, 2014","NCI, Indigenous Communities, and Pastaza Government Collaborate to Conserve Amazon",0, 2014
147,147,147,Rainforest,Shuar Communiti...,https://www.natureandculture.org/shuar-communities-conserve-rainforest-and-conserve-income/,"February 1, 2014",Shuar Communities Conserve Rainforest and Increase Income,0, 2014
148,148,148,Reserve,NCI and Indigen...,https://www.natureandculture.org/awajun-work-towards-creation-of-a-private-community-reserve/,"August 15, 2013",NCI and Indigenous Awajun Work Towards Creation of Reserve,0, 2013
149,149,149,Reserve,NCI Helps Estab...,https://www.natureandculture.org/protection-for-andean-cloud-forest/,"June 15, 2013",NCI Helps Establish Samanga Community Reserve,0, 2013
150,150,150,Reserve,NCI Acts as Lea...,https://www.natureandculture.org/unesco-declares-the-cajas-biosphere-reserve/,"June 14, 2013",NCI Acts as Lead Catalyst for Cajas Biosphere Reserve,0, 2013
151,151,151,Biosphere,Ecuadorian Gove...,https://www.natureandculture.org/ecuador-biosphere-reserve/,"June 17, 2012",Ecuadorian Government Supports New Biosphere Reserve Alongside NCI,0, 2012
152,152,152,Reserve,Ecuadorian Gove...,https://www.natureandculture.org/ecuador-biosphere-reserve/,"June 17, 2012",Ecuadorian Government Supports New Biosphere Reserve Alongside NCI,1, 2012
153,153,153,Forest,Photo of Last J...,https://www.natureandculture.org/last-jaguar/,"May 14, 2012",Photo of Last Jaguar in Amotapes Dry Forest?,0, 2012
154,154,154,Amazon,New declaration...,https://www.natureandculture.org/maijuna-reserve/,"February 4, 2012","New declaration protects nearly 1,000,000 acres of Peruvian Amazon, home to threatened indigenous group",0, 2012
155,155,155,Conservation,New Regional Co...,https://www.natureandculture.org/salitral-huarmaca/,"October 26, 2011","New Regional Conservation Area Protects 69,000 Acres in Peru",0, 2011
156,156,156,Reserve,Ecuador’s Gover...,https://www.natureandculture.org/government-backs-biosphere-reserve/,"May 22, 2011",Ecuador’s Government Backs Biosphere Reserve,0, 2011
157,157,157,Reserve,NCI Helps Expan...,https://www.natureandculture.org/rio-nea-municipal-reserve-expands/,"March 1, 2011",NCI Helps Expand Río Nea Municipal Reserve,0, 2011
158,158,158,Water,FORAGUA Water F...,https://www.natureandculture.org/water-fund-to-receive-500000-for-reforestation/,"January 17, 2011","FORAGUA Water Fund Receives $500,000 for Reforestation",0, 2011
159,159,159,Conservation,NCI Leads Creat...,https://www.natureandculture.org/nci-helps-create-perus-first-private-watershed-conservation-area/,"July 10, 2010",NCI Leads Creation of Peru’s First Private Watershed Conservation Area,0, 2010
160,160,160,Reserve,NCI’s Land Purc...,https://www.natureandculture.org/cazaderos-reserve-expands/,"July 2, 2010","NCI’s Land Purchase Expands Cazaderos Reserve by 4,460 Acres",0, 2010
161,161,161,Conservation,NCI Ranked Top ...,https://www.natureandculture.org/nci-top-conservation-funder-in-ecuador/,"March 22, 2010",NCI Ranked Top Conservation Funder in Ecuador,0, 2010
162,162,162,climate,A NASA climate ...,/news/3180/nasas-cynthia-rosenzweig-receives-2022-world-food-prize/,"May 13, 2022","A NASA climate researcher has received the 2022 World Food Prize, comparable to a Nobel Prize for food and agriculture.",0, 2022
163,163,163,temperatures,The instrument ...,/news/3176/nasas-ecostress-detects-heat-islands-in-extreme-indian-heat-wave/,"May 12, 2022",The instrument aboard the space station documents blistering temperatures in urban areas around Delhi during the historic heat wave on the Indian subcontinent.,0, 2022
164,164,164,heat wave,The instrument ...,/news/3176/nasas-ecostress-detects-heat-islands-in-extreme-indian-heat-wave/,"May 12, 2022",The instrument aboard the space station documents blistering temperatures in urban areas around Delhi during the historic heat wave on the Indian subcontinent.,1, 2022
165,165,165,Water,The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",0, 2022
166,166,166,Ocean,The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",2, 2022
167,167,167,ocean,The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",4, 2022
168,168,168,heat,The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",6, 2022
169,169,169,"carbon,",The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",8, 2022
170,170,170,temperatures,The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",10, 2022
171,171,171,climate,The Surface Wat...,/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",11, 2022
172,172,172,Atmospheric,The Atmospheric...,/news/3173/from-weather-forecasting-to-climate-change-nasas-airs-builds-a-legacy/,"May  5, 2022","The Atmospheric Infrared Sounder helps researchers predict weather, analyze air pollution, monitor volcanoes, and track a changing climate. And there’s more.",0, 2022
173,173,173,weather,The Atmospheric...,/news/3173/from-weather-forecasting-to-climate-change-nasas-airs-builds-a-legacy/,"May  5, 2022","The Atmospheric Infrared Sounder helps researchers predict weather, analyze air pollution, monitor volcanoes, and track a changing climate. And there’s more.",2, 2022
174,174,174,pollution,The Atmospheric...,/news/3173/from-weather-forecasting-to-climate-change-nasas-airs-builds-a-legacy/,"May  5, 2022","The Atmospheric Infrared Sounder helps researchers predict weather, analyze air pollution, monitor volcanoes, and track a changing climate. And there’s more.",4, 2022
175,175,175,climate,The Atmospheric...,/news/3173/from-weather-forecasting-to-climate-change-nasas-airs-builds-a-legacy/,"May  5, 2022","The Atmospheric Infrared Sounder helps researchers predict weather, analyze air pollution, monitor volcanoes, and track a changing climate. And there’s more.",5, 2022
176,176,176,climate,To help researc...,/news/3171/nasas-emit-will-map-tiny-dust-particles-to-study-big-climate-impacts/,"May  2, 2022","To help researchers model climate effects, the Earth Surface Mineral Dust Source Investigation mission will measure the composition of minerals that become airborne dust.",0, 2022
177,177,177,Earth,To help researc...,/news/3171/nasas-emit-will-map-tiny-dust-particles-to-study-big-climate-impacts/,"May  2, 2022","To help researchers model climate effects, the Earth Surface Mineral Dust Source Investigation mission will measure the composition of minerals that become airborne dust.",1, 2022
178,178,178,satellite,Inspired by how...,/news/3170/nasa-scientist-discovers-new-means-to-measure-snow-depth-from-space/,"April 28, 2022","Inspired by how ants walk around their colonies, a NASA scientist is adding a new dimension to a satellite instrument that measures the height of Earth's ice sheets and sea ice.",0, 2022
179,179,179,Earth,Inspired by how...,/news/3170/nasa-scientist-discovers-new-means-to-measure-snow-depth-from-space/,"April 28, 2022","Inspired by how ants walk around their colonies, a NASA scientist is adding a new dimension to a satellite instrument that measures the height of Earth's ice sheets and sea ice.",2, 2022
180,180,180,ice,Inspired by how...,/news/3170/nasa-scientist-discovers-new-means-to-measure-snow-depth-from-space/,"April 28, 2022","Inspired by how ants walk around their colonies, a NASA scientist is adding a new dimension to a satellite instrument that measures the height of Earth's ice sheets and sea ice.",4, 2022
181,181,181,sea ice,Inspired by how...,/news/3170/nasa-scientist-discovers-new-means-to-measure-snow-depth-from-space/,"April 28, 2022","Inspired by how ants walk around their colonies, a NASA scientist is adding a new dimension to a satellite instrument that measures the height of Earth's ice sheets and sea ice.",5, 2022
182,182,182,Global Climate,The JPL-managed...,/news/3166/nasa-wins-3-webby-awards-5-peoples-voice-awards-for-2022/,"April 28, 2022","The JPL-managed NASA’s Global Climate Change and Solar System Exploration sites, along with JPL’s virtual tour, are among the winners.",0, 2022
183,183,183,Exploration,The JPL-managed...,/news/3166/nasa-wins-3-webby-awards-5-peoples-voice-awards-for-2022/,"April 28, 2022","The JPL-managed NASA’s Global Climate Change and Solar System Exploration sites, along with JPL’s virtual tour, are among the winners.",1, 2022
184,184,184,climate,To assess how c...,/news/3158/clusters-of-weather-extremes-will-increase-risks-to-corn-crops-society/,"April 26, 2022","To assess how climate warming will change risks such as crop failures and wildfires, it’s necessary to look at how the risks are likely to interact.",0, 2022
185,185,185,failures,To assess how c...,/news/3158/clusters-of-weather-extremes-will-increase-risks-to-corn-crops-society/,"April 26, 2022","To assess how climate warming will change risks such as crop failures and wildfires, it’s necessary to look at how the risks are likely to interact.",2, 2022
186,186,186,wildfires,To assess how c...,/news/3158/clusters-of-weather-extremes-will-increase-risks-to-corn-crops-society/,"April 26, 2022","To assess how climate warming will change risks such as crop failures and wildfires, it’s necessary to look at how the risks are likely to interact.",3, 2022
187,187,187,Above,Above Santa Bar...,/news/3157/california-field-campaign-is-helping-scientists-protect-diverse-ecosystems/,"April 18, 2022","Above Santa Barbara County, the Surface Biology and Geology High-Frequency Time Series, or SHIFT, campaign collects data to understand land and aquatic ecosystems.",0, 2022
188,188,188,ecosystems,Above Santa Bar...,/news/3157/california-field-campaign-is-helping-scientists-protect-diverse-ecosystems/,"April 18, 2022","Above Santa Barbara County, the Surface Biology and Geology High-Frequency Time Series, or SHIFT, campaign collects data to understand land and aquatic ecosystems.",1, 2022
189,189,189,Earth,Connect with NA...,/news/3156/connect-with-nasa-on-social-media-this-earth-day/,"April 18, 2022","Connect with NASA this Earth Day on April 22 by posting on social media an image of yourself, your pets, your favorite place, or even just text and tagging it with #NASAEarthling to show off what makes life on our planet truly special – you.",0, 2022
190,190,190,planet,Connect with NA...,/news/3156/connect-with-nasa-on-social-media-this-earth-day/,"April 18, 2022","Connect with NASA this Earth Day on April 22 by posting on social media an image of yourself, your pets, your favorite place, or even just text and tagging it with #NASAEarthling to show off what makes life on our planet truly special – you.",1, 2022
191,191,191,Arctic,Arctic sea ice ...,/news/3155/arctic-sea-ice-maximum-at-tenth-lowest-in-satellite-record/,"March 22, 2022","Arctic sea ice has likely reached its maximum extent for the year, continuing a  long-term downward trend.",0, 2022
192,192,192,sea ice,Arctic sea ice ...,/news/3155/arctic-sea-ice-maximum-at-tenth-lowest-in-satellite-record/,"March 22, 2022","Arctic sea ice has likely reached its maximum extent for the year, continuing a  long-term downward trend.",1, 2022
193,193,193,Freilich,Sentinel-6 Mich...,/news/3154/international-sea-level-satellite-takes-over-from-predecessor/,"March 22, 2022","Sentinel-6 Michael Freilich, the newest addition to a long line of ocean-monitoring satellites, becomes the reference satellite for sea level measurements.",0, 2022
194,194,194,newest,Sentinel-6 Mich...,/news/3154/international-sea-level-satellite-takes-over-from-predecessor/,"March 22, 2022","Sentinel-6 Michael Freilich, the newest addition to a long line of ocean-monitoring satellites, becomes the reference satellite for sea level measurements.",2, 2022
195,195,195,ocean,Sentinel-6 Mich...,/news/3154/international-sea-level-satellite-takes-over-from-predecessor/,"March 22, 2022","Sentinel-6 Michael Freilich, the newest addition to a long line of ocean-monitoring satellites, becomes the reference satellite for sea level measurements.",4, 2022
196,196,196,satellite,Sentinel-6 Mich...,/news/3154/international-sea-level-satellite-takes-over-from-predecessor/,"March 22, 2022","Sentinel-6 Michael Freilich, the newest addition to a long line of ocean-monitoring satellites, becomes the reference satellite for sea level measurements.",6, 2022
197,197,197,sea level,Sentinel-6 Mich...,/news/3154/international-sea-level-satellite-takes-over-from-predecessor/,"March 22, 2022","Sentinel-6 Michael Freilich, the newest addition to a long line of ocean-monitoring satellites, becomes the reference satellite for sea level measurements.",7, 2022
198,198,198,climate,Scientists are ...,/news/3153/thawing-permafrost-could-leach-microbes-chemicals-into-environment/,"March  9, 2022","Scientists are turning to a combination of data collected from the air, land, and space to get a more complete picture of how climate change is affecting the planet’s frozen regions.",0, 2022
199,199,199,planet,Scientists are ...,/news/3153/thawing-permafrost-could-leach-microbes-chemicals-into-environment/,"March  9, 2022","Scientists are turning to a combination of data collected from the air, land, and space to get a more complete picture of how climate change is affecting the planet’s frozen regions.",1, 2022
